alert_id,client_id,client_name,provincia,comunidad_autonoma,zone,agent_id,product_id,alert_type,risk_level,client_value,churn_probability,purchase_propensity,predicted_next_purchase,last_order_date,alert_score,explanation,ctx_productos_afectados,ctx_n_productos,ctx_gasto_anual_real,ctx_gasto_esperado,ctx_dias_desde_compra,ctx_tiempo_medio_recompra,ctx_zscore_momento,ctx_potencial_clase,ctx_num_compras_anteriores,ctx_total_compras_otros,ctx_vuelve_a_comprar,inference_reference_date,inference_window_start,inference_window_end
ALT-45E3543F,1000080386,Gabinete Dental Delgado - Riojana,Zaragoza,Aragón,east,6,Total,Total,Alto,Alto,97.5,96.53,2025-12-04,2025-09-12,191.63,"La darrera compra d'aquest producte va ser fa 596 dies (mitjana habitual: 299 dies, retard de 296 dies). La despesa anual real (151€) supera la mitjana esperada (87€) en un 73%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4567, 4912, 5108",3,150.97,87.14,596.0,299.14503950834063,-0.707,muy_positivo,2,66,0,2025-12-29,2024-06-29,2025-09-29
ALT-E15E6228,37974,Navarra Iglesias,Gipúzkoa,País Vasco,north,1,4567,Producto 4567,Alto,Alto,97.94,95.64,2025-10-16,2025-07-01,191.61,"La darrera compra d'aquest producte va ser fa 1273 dies (mitjana habitual: 299 dies, retard de 973 dies). La despesa anual real (151€) supera la mitjana esperada (113€) en un 34%. La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",4567,1,150.97,113.07,1273.0,299.14503950834063,0.707,muy_positivo,2,44,0,2025-12-29,2024-06-29,2025-09-29
ALT-3C8EC321,1000078481,Instituto Dental Rodríguez,Barcelona,Cataluña,east,6,5100,Producto 5100,Alto,Alto,96.34,98.87,2025-04-02,2025-01-13,191.6,"La darrera compra d'aquest producte va ser fa 836 dies (mitjana habitual: 95 dies, retard de 740 dies). La despesa anual real (537€) supera la mitjana esperada (258€) en un 108%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",5100,1,536.56,257.52,836.0,95.26159274193547,0.975,muy_positivo,3,72,0,2025-12-29,2024-06-29,2025-09-29
ALT-881C6D14,1000080145,Consulta Dental Precisa González,Ciudad Real,Castilla-La Mancha,south,8,4566,Producto 4566,Alto,Alto,97.87,95.74,2025-10-10,2025-09-17,191.57,"La darrera compra d'aquest producte va ser fa 295 dies (mitjana habitual: 158 dies, retard de 136 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1063.02,1263.44,295.0,158.4045798388423,-0.378,muy_positivo,5,34,0,2025-12-29,2024-06-29,2025-09-29
ALT-09F070C6,1000063323,Consulta Dental Brillante González,Madrid,Comunidad de Madrid,south,7,5099,Producto 5099,Alto,Alto,97.55,96.35,2025-09-28,2025-09-23,191.55,"La darrera compra d'aquest producte va ser fa 452 dies (mitjana habitual: 108 dies, retard de 343 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",5099,1,616.76,598.26,452.0,108.2549207630968,1.361,muy_positivo,5,45,0,2025-12-29,2024-06-29,2025-09-29
ALT-4D266EC9,1000076403,Consulta Dental Fuentes - Manchega,Valencia,Comunitat Valenciana,east,4,3408,Producto 3408,Alto,Alto,96.96,97.52,2025-01-27,2024-12-23,191.5,"La darrera compra d'aquest producte va ser fa 235 dies (mitjana habitual: 184 dies, retard de 50 dies). La despesa anual real (1414€) supera la mitjana esperada (728€) en un 94%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,1414.41,727.98,235.0,184.3205158128136,-0.969,muy_positivo,3,16,0,2025-12-29,2024-06-29,2025-09-29
ALT-7B165801,1000077462,Consulta Dental Herrera y Herrera,Las Palmas,Canarias,canary,10,Total,Total,Alto,Alto,97.25,96.89,2025-09-21,2025-09-19,191.46,"La darrera compra d'aquest producte va ser fa 423 dies (mitjana habitual: 158 dies, retard de 264 dies). La despesa anual real en aquest producte (443€) és un 49% inferior a la mitjana esperada (861€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 5118",3,442.93,861.28,423.0,158.4045798388423,1.452,muy_positivo,6,28,0,2025-12-29,2024-06-29,2025-09-29
ALT-C9D1C678,1000081831,Instituto Dental Morales,Madrid,Comunidad de Madrid,south,8,4565,Producto 4565,Alto,Alto,97.66,96.05,2024-12-10,2024-09-03,191.46,"La darrera compra d'aquest producte va ser fa 537 dies (mitjana habitual: 173 dies, retard de 363 dies). La despesa anual real (1290€) supera la mitjana esperada (881€) en un 46%. La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,1290.07,880.87,537.0,173.38372602259787,-0.707,muy_positivo,2,12,0,2025-12-29,2024-06-29,2025-09-29
ALT-20EFE78B,1000073944,Centro Odontológico Precisa Cortés,Granada,Andalucía,south,8,4911,Producto 4911,Alto,Alto,97.16,97.04,2025-09-04,2025-07-09,191.45,"La darrera compra d'aquest producte va ser fa 727 dies (mitjana habitual: 206 dies, retard de 520 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4911,1,405.06,485.88,727.0,206.84758128469468,-0.707,muy_positivo,2,15,0,2025-12-29,2024-06-29,2025-09-29
ALT-1664CBD8,1000082008,Clínica Odontológica Gómez,Barcelona,Cataluña,east,5,3408,Producto 3408,Alto,Alto,96.25,98.89,2025-10-12,2025-06-13,191.44,"La darrera compra va ser fa 126 dies (dins la seva freqüència habitual de 184 dies). La despesa anual real (135€) supera la mitjana esperada (68€) en un 100%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,135.43,67.79,126.0,184.3205158128136,-0.565,muy_positivo,3,33,0,2025-12-29,2024-06-29,2025-09-29
ALT-BF194342,19195,Vasca Iglesias,Cáceres,Extremadura,south,8,Total,Total,Alto,Alto,99.7,92.01,2025-07-29,2025-05-05,191.43,"La darrera compra d'aquest producte va ser fa 231 dies (mitjana habitual: 169 dies, retard de 61 dies). La despesa anual real (3050€) supera la mitjana esperada (1473€) en un 107%. La propensió de compra és alta (92/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","5108, 5115, 5116",3,3050.29,1472.84,231.0,169.756052141527,-0.707,muy_positivo,2,35,0,2025-12-29,2024-06-29,2025-09-29
ALT-AD521D44,4048,Gabinete Dental Navarra Ortiz,La Rioja,La Rioja,north,2,5105,Producto 5105,Alto,Alto,98.38,94.57,2025-04-01,2025-02-07,191.41,"La darrera compra d'aquest producte va ser fa 662 dies (mitjana habitual: 123 dies, retard de 538 dies). La despesa anual real (386€) supera la mitjana esperada (270€) en un 43%. La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat.",5105,1,386.13,270.1,662.0,123.50238095238096,1.132,muy_positivo,3,58,0,2025-12-29,2024-06-29,2025-09-29
ALT-5A011302,1000066316,Andaluza Marín,Las Palmas,Canarias,canary,12,Total,Total,Alto,Alto,97.49,96.3,2025-08-11,2025-08-04,191.37,"La darrera compra d'aquest producte va ser fa 325 dies (mitjana habitual: 173 dies, retard de 151 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4912, 5119",3,384.4,422.37,325.0,173.38372602259787,0.897,muy_positivo,7,49,0,2025-12-29,2024-06-29,2025-09-29
ALT-C4AAEF50,12209,Centro Odontológico Natural Martínez,Girona,Cataluña,east,6,4565,Producto 4565,Alto,Alto,98.49,94.29,2025-07-20,2025-06-05,191.36,"La darrera compra d'aquest producte va ser fa 224 dies (mitjana habitual: 173 dies, retard de 50 dies). La propensió de compra és alta (94/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,1275.62,1451.62,224.0,173.38372602259787,-1.574,muy_positivo,5,13,0,2025-12-29,2024-06-29,2025-09-29
ALT-F87859C2,11479,Centro Dental Iglesias y Iglesias,Zaragoza,Aragón,east,5,Total,Total,Alto,Alto,99.54,92.23,2025-09-22,2025-09-18,191.35,"La darrera compra d'aquest producte va ser fa 296 dies (mitjana habitual: 158 dies, retard de 137 dies). La despesa anual real en aquest producte (1107€) és un 23% inferior a la mitjana esperada (1444€). La propensió de compra és alta (92/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567, 5116, 5382",5,1107.32,1444.23,296.0,158.4045798388423,0.741,muy_positivo,7,18,0,2025-12-29,2024-06-29,2025-09-29
ALT-C9C77AD1,1000081918,Clínica Odontológica Ramos y Ramos,A Coruña,Galicia,north,2,5115,Producto 5115,Alto,Alto,96.62,98.0,2025-07-10,2025-04-22,191.31,"La darrera compra d'aquest producte va ser fa 854 dies (mitjana habitual: 123 dies, retard de 730 dies). La despesa anual real (551€) supera la mitjana esperada (297€) en un 85%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",5115,1,551.23,297.25,854.0,123.55541627493992,0.707,muy_positivo,2,38,0,2025-12-29,2024-06-29,2025-09-29
ALT-50069118,16109,Clínica Odontológica Dr. Prieto,León,Castilla y León,north,3,4911,Producto 4911,Alto,Alto,96.45,98.33,2024-11-13,2024-11-08,191.29,"La darrera compra d'aquest producte va ser fa 389 dies (mitjana habitual: 206 dies, retard de 182 dies). La despesa anual real (1101€) supera la mitjana esperada (339€) en un 225%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4911,1,1100.95,338.81,389.0,206.84758128469468,0.707,muy_positivo,2,21,0,2025-12-29,2024-06-29,2025-09-29
ALT-026D76BC,1000081735,Odontología Aragonesa Cruz,Asturias,Asturias,north,2,3408,Producto 3408,Alto,Alto,96.7,97.8,2025-05-09,2025-02-13,191.26,"La darrera compra d'aquest producte va ser fa 687 dies (mitjana habitual: 184 dies, retard de 502 dies). La despesa anual real (89€) supera la mitjana esperada (49€) en un 81%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,88.96,49.08,687.0,184.3205158128136,-0.707,muy_positivo,2,26,0,2025-12-29,2024-06-29,2025-09-29
ALT-EBFBC524,10699,Odontología Martínez y Martínez,Vizcaya,País Vasco,north,2,Total,Total,Alto,Alto,97.28,96.6,2025-04-18,2025-02-19,191.25,"La darrera compra d'aquest producte va ser fa 433 dies (mitjana habitual: 184 dies, retard de 248 dies). La despesa anual real (1067€) supera la mitjana esperada (856€) en un 25%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567, 4911, 5115",5,1067.47,855.82,433.0,184.3205158128136,-0.059,muy_positivo,3,22,0,2025-12-29,2024-06-29,2025-09-29
ALT-40C31BA3,36119,Armonía Reyes,Huelva,Andalucía,south,9,4912,Producto 4912,Alto,Alto,97.26,96.6,2025-08-14,2025-07-23,191.21,"La darrera compra d'aquest producte va ser fa 280 dies (mitjana habitual: 134 dies, retard de 145 dies). La despesa anual real en aquest producte (795€) és un 40% inferior a la mitjana esperada (1321€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4912,1,795.05,1320.99,280.0,134.17444825463818,-1.046,muy_positivo,5,18,0,2025-12-29,2024-06-29,2025-09-29
ALT-36832CE3,22813,Clínica Odontológica Díaz y Díaz,Madrid,Comunidad de Madrid,south,8,Total,Total,Alto,Alto,96.7,97.56,2025-03-16,2025-01-31,191.03,"La darrera compra d'aquest producte va ser fa 423 dies (mitjana habitual: 206 dies, retard de 216 dies). La despesa anual real (567€) supera la mitjana esperada (338€) en un 68%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3399, 4566, 4911",3,567.08,337.78,423.0,206.84758128469468,-0.707,muy_positivo,2,30,0,2025-12-29,2024-06-29,2025-09-29
ALT-3C7BD350,30491,Centro Odontológico Gómez - Brillante,Valladolid,Castilla y León,north,3,4566,Producto 4566,Alto,Alto,98.23,94.44,2025-09-30,2025-09-26,190.99,"La darrera compra d'aquest producte va ser fa 365 dies (mitjana habitual: 158 dies, retard de 206 dies). La despesa anual real (1440€) supera la mitjana esperada (1036€) en un 39%. La propensió de compra és alta (94/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1439.5,1036.12,365.0,158.4045798388423,1.285,muy_positivo,7,18,0,2025-12-29,2024-06-29,2025-09-29
ALT-55FB91B9,23706,Centro Dental Rodríguez - Canaria,Almería,Andalucía,south,7,4911,Producto 4911,Alto,Alto,96.6,97.6,2024-10-08,2024-09-23,190.88,"La darrera compra d'aquest producte va ser fa 451 dies (mitjana habitual: 206 dies, retard de 244 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4911,1,629.1,638.48,451.0,206.84758128469468,0.238,muy_positivo,3,16,0,2025-12-29,2024-06-29,2025-09-29
ALT-DE51ABB6,10285,Odontología González y González,Burgos,Castilla y León,north,2,Total,Total,Alto,Alto,97.61,95.54,2025-06-25,2025-03-14,190.86,"La darrera compra d'aquest producte va ser fa 473 dies (mitjana habitual: 184 dies, retard de 288 dies). La despesa anual real en aquest producte (220€) és un 36% inferior a la mitjana esperada (346€). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 5115",3,219.89,345.72,473.0,184.3205158128136,-0.707,muy_positivo,2,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-FA86EF4E,11426,Consulta Dental Santos - Sonrisa,Vizcaya,País Vasco,north,3,4565,Producto 4565,Alto,Alto,97.75,95.25,2025-07-26,2025-07-04,190.85,"La darrera compra d'aquest producte va ser fa 303 dies (mitjana habitual: 173 dies, retard de 129 dies). La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,1771.71,2008.98,303.0,173.38372602259787,-0.939,muy_positivo,5,14,0,2025-12-29,2024-06-29,2025-09-29
ALT-F4BCADB9,1000074383,Odontología Oral,Barcelona,Cataluña,east,6,4567,Producto 4567,Alto,Alto,96.29,98.16,2025-03-25,2025-01-09,190.81,"La darrera compra d'aquest producte va ser fa 748 dies (mitjana habitual: 299 dies, retard de 448 dies). La despesa anual real (119€) supera la mitjana esperada (93€) en un 28%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4567,1,119.1,92.89,748.0,299.14503950834063,0.707,muy_positivo,2,11,0,2025-12-29,2024-06-29,2025-09-29
ALT-A93DAC3D,1000080980,Centro Odontológico Confianza Jiménez,Albacete,Castilla-La Mancha,south,9,Total,Total,Alto,Alto,98.2,94.25,2025-09-05,2025-09-02,190.76,"La darrera compra d'aquest producte va ser fa 312 dies (mitjana habitual: 184 dies, retard de 127 dies). La despesa anual real en aquest producte (852€) és un 23% inferior a la mitjana esperada (1104€). La propensió de compra és alta (94/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4567, 4911",3,852.1,1103.94,312.0,184.3205158128136,0.728,muy_positivo,6,18,0,2025-12-29,2024-06-29,2025-09-29
ALT-4681C07C,1000057197,Dental Gallega,Madrid,Comunidad de Madrid,south,7,4912,Producto 4912,Alto,Alto,96.98,96.68,2025-11-04,2025-09-18,190.74,"La darrera compra d'aquest producte va ser fa 293 dies (mitjana habitual: 134 dies, retard de 158 dies). La despesa anual real en aquest producte (398€) és un 27% inferior a la mitjana esperada (546€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4912,1,397.52,545.78,293.0,134.17444825463818,-0.189,muy_positivo,5,28,0,2025-12-29,2024-06-29,2025-09-29
ALT-A749C4F3,40995,Gabinete Dental Cruz - Nórdica,Las Palmas,Canarias,canary,10,Total,Total,Alto,Alto,97.85,94.89,2025-11-24,2025-09-29,190.7,"La darrera compra d'aquest producte va ser fa 452 dies (mitjana habitual: 108 dies, retard de 343 dies). La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4567, 5099, 5103",4,342.64,331.91,452.0,108.2549207630968,-0.67,muy_positivo,3,47,0,2025-12-29,2024-06-29,2025-09-29
ALT-91C7A8A3,16831,Instituto Dental Fuentes y Fuentes,Madrid,Comunidad de Madrid,south,8,Total,Total,Alto,Alto,98.93,92.75,2025-03-01,2025-01-30,190.69,"La darrera compra d'aquest producte va ser fa 580 dies (mitjana habitual: 206 dies, retard de 373 dies). La propensió de compra és alta (93/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567, 4911",4,567.08,661.47,580.0,206.84758128469468,0.707,muy_positivo,2,34,0,2025-12-29,2024-06-29,2025-09-29
ALT-ABDBBEA9,1000082135,Vitaldent Castro,Madrid,Comunidad de Madrid,south,9,Total,Total,Alto,Alto,96.09,98.46,2025-11-02,2025-09-01,190.69,"La darrera compra d'aquest producte va ser fa 341 dies (mitjana habitual: 206 dies, retard de 134 dies). La despesa anual real (405€) supera la mitjana esperada (233€) en un 74%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4567, 4911, 5116",4,405.06,233.43,341.0,206.84758128469468,-0.118,muy_positivo,4,74,0,2025-12-29,2024-06-29,2025-09-29
ALT-25883165,37834,Centro Dental Rubio - Ibérica,Barcelona,Cataluña,east,5,4567,Producto 4567,Alto,Alto,96.87,96.82,2025-03-18,2025-02-18,190.65,"La darrera compra d'aquest producte va ser fa 791 dies (mitjana habitual: 299 dies, retard de 491 dies). La despesa anual real (110€) supera la mitjana esperada (84€) en un 31%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4567,1,109.93,84.14,791.0,299.14503950834063,1.131,muy_positivo,3,22,0,2025-12-29,2024-06-29,2025-09-29
ALT-A83C19E7,27082,Clínica Dental Castillo - Ibérica,Asturias,Asturias,north,2,Total,Total,Alto,Alto,95.89,98.8,2025-03-17,2025-03-07,190.64,"La darrera compra d'aquest producte va ser fa 387 dies (mitjana habitual: 304 dies, retard de 82 dies). La despesa anual real (206€) supera la mitjana esperada (104€) en un 98%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3399, 4567, 5099",3,205.92,103.98,387.0,304.20054945054943,0.707,muy_positivo,2,43,0,2025-12-29,2024-06-29,2025-09-29
ALT-DA0BF5DA,11449,Consulta Dental García y García,Girona,Cataluña,east,5,4566,Producto 4566,Alto,Alto,96.86,96.81,2025-10-13,2025-09-12,190.63,"La darrera compra d'aquest producte va ser fa 274 dies (mitjana habitual: 158 dies, retard de 115 dies). La despesa anual real en aquest producte (266€) és un 22% inferior a la mitjana esperada (340€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,265.77,339.71,274.0,158.4045798388423,0.276,muy_positivo,7,27,0,2025-12-29,2024-06-29,2025-09-29
ALT-D03CA28E,38897,Policlínica Dental Rubio - Clara,Barcelona,Cataluña,east,6,4567,Producto 4567,Alto,Alto,96.61,97.26,2024-07-10,2024-07-03,190.57,"La darrera compra va ser fa 287 dies (dins la seva freqüència habitual de 299 dies). La despesa anual real (137€) supera la mitjana esperada (82€) en un 68%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4567,1,137.41,81.78,287.0,299.14503950834063,-0.707,muy_positivo,2,93,0,2025-12-29,2024-06-29,2025-09-29
ALT-F1DA2DAE,1000073944,Centro Odontológico Precisa Cortés,Granada,Andalucía,south,8,4566,Producto 4566,Alto,Alto,97.55,95.35,2025-07-21,2025-07-09,190.56,"La darrera compra d'aquest producte va ser fa 366 dies (mitjana habitual: 158 dies, retard de 207 dies). La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1328.79,1484.42,366.0,158.4045798388423,-1.222,muy_positivo,4,13,0,2025-12-29,2024-06-29,2025-09-29
ALT-F885304A,1000077789,Gabinete Dental Moderna Sánchez,Madrid,Comunidad de Madrid,south,7,Total,Total,Alto,Alto,97.65,95.13,2025-05-08,2025-03-10,190.54,"La darrera compra d'aquest producte va ser fa 804 dies (mitjana habitual: 134 dies, retard de 669 dies). La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4912",3,397.52,471.61,804.0,134.17444825463818,0.707,muy_positivo,2,25,0,2025-12-29,2024-06-29,2025-09-29
ALT-7262A2EF,1000057456,Clínica Odontológica Sánchez - Claro,Málaga,Andalucía,south,8,5115,Producto 5115,Alto,Alto,97.54,95.34,2025-03-15,2024-12-12,190.53,"La darrera compra d'aquest producte va ser fa 1106 dies (mitjana habitual: 123 dies, retard de 982 dies). La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat.",5115,1,423.87,410.7,1106.0,123.55541627493992,1.147,muy_positivo,3,37,0,2025-12-29,2024-06-29,2025-09-29
ALT-8BAF602E,33558,Centro Dental García - Gallega,Huelva,Andalucía,south,7,5107,Producto 5107,Alto,Alto,96.83,96.75,2025-11-02,2025-09-16,190.53,"La darrera compra d'aquest producte va ser fa 664 dies (mitjana habitual: 138 dies, retard de 525 dies). La despesa anual real (470€) supera la mitjana esperada (355€) en un 33%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",5107,1,470.0,354.58,664.0,138.92322383498853,0.782,muy_positivo,3,32,0,2025-12-29,2024-06-29,2025-09-29
ALT-74D75248,1000072110,Centro Dental Torres - Gallega,Sevilla,Andalucía,south,7,4567,Producto 4567,Alto,Alto,97.09,96.23,2025-04-11,2025-03-14,190.52,"La darrera compra va ser fa 17 dies (dins la seva freqüència habitual de 299 dies). La despesa anual real (242€) supera la mitjana esperada (72€) en un 235%. La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",4567,1,241.75,72.17,17.0,299.14503950834063,-0.707,muy_positivo,2,65,0,2025-12-29,2024-06-29,2025-09-29
ALT-B0B35A1A,29731,Centro Odontológico Gallego,Madrid,Comunidad de Madrid,south,8,4566,Producto 4566,Alto,Alto,96.39,97.65,2026-01-07,2025-09-09,190.51,"La darrera compra d'aquest producte va ser fa 1681 dies (mitjana habitual: 158 dies, retard de 1522 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,118.13,111.81,1681.0,158.4045798388423,0.0,muy_positivo,1,68,0,2025-12-29,2024-06-29,2025-09-29
ALT-399F5A29,1000076598,Policlínica Dental Salud Lozano,Barcelona,Cataluña,east,4,Total,Total,Alto,Alto,96.88,96.63,2025-07-11,2025-05-14,190.49,"La darrera compra d'aquest producte va ser fa 168 dies (mitjana habitual: 150 dies, retard de 17 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","5103, 5108, 5115, 5382",4,824.78,840.06,168.0,150.6395395799677,-0.679,muy_positivo,4,26,0,2025-12-29,2024-06-29,2025-09-29
ALT-998E7B24,1000066500,Centro Odontológico Núñez,Jaén,Andalucía,south,7,Total,Total,Alto,Alto,97.24,95.88,2025-07-22,2025-03-27,190.47,"La darrera compra d'aquest producte va ser fa 1340 dies (mitjana habitual: 123 dies, retard de 1216 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4567, 5099, 5115",3,468.55,450.06,1340.0,123.55541627493992,0.707,muy_positivo,2,49,0,2025-12-29,2024-06-29,2025-09-29
ALT-7E2E33E7,35907,Gabinete Dental Montero y Montero,León,Castilla y León,north,1,3399,Producto 3399,Alto,Alto,96.66,97.03,2024-11-29,2024-10-22,190.45,"La darrera compra d'aquest producte va ser fa 747 dies (mitjana habitual: 304 dies, retard de 442 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",3399,1,167.14,143.84,747.0,304.20054945054943,0.878,muy_positivo,3,112,0,2025-12-29,2024-06-29,2025-09-29
ALT-6F7B2A4A,10549,Dental Dr. Gallego,Vizcaya,País Vasco,north,2,Total,Total,Alto,Alto,96.86,96.57,2025-05-18,2025-02-24,190.4,"La darrera compra d'aquest producte va ser fa 875 dies (mitjana habitual: 158 dies, retard de 716 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4911, 4912",3,100.32,97.22,875.0,158.4045798388423,0.0,muy_positivo,1,19,0,2025-12-29,2024-06-29,2025-09-29
ALT-0F13BDE6,1000068622,Centro Odontológico Brillante,Sta.Cruz Tenerife,Canarias,canary,11,Total,Total,Alto,Alto,98.95,92.39,2025-07-20,2025-03-19,190.37,"La darrera compra va ser fa 65 dies (dins la seva freqüència habitual de 108 dies). La despesa anual real (1508€) supera la mitjana esperada (1022€) en un 47%. La propensió de compra és alta (92/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4911, 5099, 5116",4,1507.58,1022.37,65.0,108.2549207630968,-0.707,muy_positivo,2,39,0,2025-12-29,2024-06-29,2025-09-29
ALT-7C8602C1,16304,Instituto Dental Medina,A Coruña,Galicia,north,3,Total,Total,Alto,Alto,95.78,98.74,2024-11-20,2024-10-18,190.35,"La darrera compra d'aquest producte va ser fa 778 dies (mitjana habitual: 173 dies, retard de 604 dies). La despesa anual real en aquest producte (201€) és un 39% inferior a la mitjana esperada (331€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 5099, 5100, 5115, 5116",6,200.68,330.98,778.0,173.38372602259787,1.086,muy_positivo,3,36,0,2025-12-29,2024-06-29,2025-09-29
ALT-8546FE9C,1000071765,Policlínica Dental Dr. Santos,Barcelona,Cataluña,east,4,Total,Total,Alto,Alto,96.68,96.86,2025-05-10,2025-03-27,190.32,"La darrera compra d'aquest producte va ser fa 834 dies (mitjana habitual: 299 dies, retard de 534 dies). La despesa anual real (189€) supera la mitjana esperada (97€) en un 94%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4567, 4911, 5115",3,188.71,97.14,834.0,299.14503950834063,0.707,muy_positivo,2,31,0,2025-12-29,2024-06-29,2025-09-29
ALT-01A7E4D7,29419,Consulta Dental Moderna González,Madrid,Comunidad de Madrid,south,8,5115,Producto 5115,Alto,Alto,95.97,98.31,2024-12-15,2024-10-29,190.31,"La darrera compra d'aquest producte va ser fa 909 dies (mitjana habitual: 123 dies, retard de 785 dies). La despesa anual real (1248€) supera la mitjana esperada (410€) en un 205%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",5115,1,1248.37,409.66,909.0,123.55541627493992,0.707,muy_positivo,2,22,0,2025-12-29,2024-06-29,2025-09-29
